step,ego_action,partner_action,reward,total_return,sparse_return,deliveries,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,pots,objects
385,"(-1, 0)","(0, -1)",-0.0354000000000001,835.5504000000027,440.0,22.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 6)","(4, 3):soup('onion', 3, 6)"
386,"(0, -1)",interact,17.648,853.1984000000027,460.0,23.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 7)","(4, 3):soup('onion', 3, 7)"
387,"(-1, 0)","(0, 1)",-0.01200000000000001,853.1864000000028,460.0,23.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 8)","(4, 3):soup('onion', 3, 8)"
388,interact,"(0, 1)",3.3444,856.5308000000027,460.0,23.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)"
389,"(0, -1)","(0, 1)",-0.015600000000000147,856.5152000000028,460.0,23.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)"
390,interact,"(0, 0)",-0.015600000000000147,856.4996000000028,460.0,23.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)"
391,"(-1, 0)","(0, 1)",-0.015600000000000147,856.4840000000029,460.0,23.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)"
392,interact,"(0, 1)",3.3408,859.8248000000028,460.0,23.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)"
393,"(0, -1)","(0, 1)",-0.019200000000000016,859.8056000000029,460.0,23.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)"
394,interact,"(0, 0)",-0.019200000000000016,859.7864000000029,460.0,23.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)"
395,"(-1, 0)","(0, 1)",-0.019200000000000016,859.767200000003,460.0,23.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)"
396,interact,"(0, 1)",3.456,863.223200000003,460.0,23.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)","(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)"
397,"(0, -1)",interact,2.976,866.199200000003,460.0,23.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)","(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)"
398,interact,"(1, 0)",-0.02400000000000002,866.175200000003,460.0,23.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)","(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)"
399,"(0, 1)",interact,0.5700000000000001,866.745200000003,460.0,23.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)"
400,"(0, 0)",interact,5.4452,872.190400000003,460.0,23.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
