step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
276,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
277,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
278,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
279,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
280,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
281,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
282,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
283,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
284,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
285,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
286,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
287,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
288,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
289,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
290,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
291,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
292,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
293,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
294,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
295,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
296,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
297,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
298,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
299,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
300,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
301,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
302,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
303,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
304,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
305,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
306,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
307,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
308,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
309,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
310,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
311,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
312,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
313,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
314,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
315,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
316,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
317,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
318,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
319,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
320,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
321,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
322,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
323,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
324,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
325,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
326,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
327,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
328,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
329,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
330,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
331,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
332,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
333,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
334,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
335,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
336,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
337,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
338,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
339,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
340,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
341,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
342,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
343,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
344,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
